"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,YAHAYA IBRAIMO USSENE CANANA,FERNANDO PEQUENINO,MANUELA DE JESUS FRANCISCO VARELA OPINCAI,PAULINO NICOPOLA,STELA LEONARDO FRANCISCO ARMANDO,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
