"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,Eneas da Conceição Comiche,Enoque João Jala,Antonio Facuesse Ferro,ANDRÉ JOSÉ BALATE,CARLOS TEMBE,Arlete Alita Xerinda,Augusto Joao Fausto Vicente Mbazo,Philippe Arthur Gagnaux,Hipólito de Jesus Fernandes Xavier do Couto,Esmeralda Sónia Mondlane,VICENTE JOSE VICENTE,Hermínio Morais,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
