"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
TETE,MOATIZE,VILA DE MOATIZE,MALABWE,EPC MUTARARA MOATIZE,0513104 .,800,262,12,215,489,11,11,511,289
TETE,MOATIZE,VILA DE MOATIZE,MALABWE,EPC MUTARARA MOATIZE,0513105 .,800,210,8,229,447,4,2,453,347
TETE,MOATIZE,VILA DE MOATIZE,MALABWE,EPC MUTARARA MOATIZE,0513106 .,800,211,9,238,458,17,5,480,320
TETE,MOATIZE,VILA DE MOATIZE,MALABWE,EPC MUTARARA MOATIZE,0513107 .,800,216,20,190,426,12,6,444,356
TETE,MOATIZE,VILA DE MOATIZE,MALABWE,EPC MUTARARA MOATIZE,0513108 .,571,134,3,133,270,6,6,282,289
TETE,MOATIZE,VILA DE MOATIZE,MALABWE,EPC MUTARARA MOATIZE,0526001 .,734,158,7,191,356,9,10,375,359
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512901 .,800,192,6,25,223,21,288,532,268
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512902 .,800,173,10,27,210,24,295,529,271
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512903 .,800,205,10,41,256,24,222,502,298
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512904 .,800,161,9,302,472,11,11,494,306
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512905 .,800,155,12,102,269,25,192,486,314
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512906 .,800,153,7,91,251,11,182,444,356
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0512907 .,773,124,7,36,167,10,206,383,390
TETE,MOATIZE,VILA DE MOATIZE,NHANCHERE,EPC DAS OITAVADAS,0524901 .,522,72,6,35,113,5,169,287,235
