"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,JOANA JORGE MAGENGE,ROGÉRIO ALBINO CANDA,JOVIAL SETINA MUTOMBENE MARRENGUE DA CRUZ,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
