Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,JPC,CAD,E-POVO,UE,PPPM,PVM,PASOMO,SCM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA COMUNITÁRIA 7 DE ABRIL,1107007 .,577,164,14,116,0,0,0,0,0,0,0,2,0,296,2,9,307,270
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107101 .,800,298,21,163,1,2,0,3,0,0,1,0,0,489,6,28,523,277
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107102 .,800,280,28,153,0,1,0,1,0,0,0,0,0,463,7,14,484,316
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107103 .,800,290,15,179,3,0,0,0,0,0,0,2,0,489,5,14,508,292
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107104 .,800,289,17,175,2,1,1,2,0,0,1,0,0,488,4,14,506,294
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107105A .,400,133,16,77,1,0,0,0,0,0,0,0,0,227,0,8,235,165
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107105B .,567,175,20,114,1,0,0,0,0,0,1,0,0,311,2,4,317,250
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA MATCHIK TCHIK,1107106 .,789,267,25,142,5,2,0,0,1,0,0,0,0,442,1,15,458,331
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107201 .,800,213,17,263,0,1,0,0,0,0,0,1,0,495,5,30,530,270
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107202 .,800,208,15,245,2,0,0,0,0,0,0,0,0,470,18,12,500,300
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107203 .,800,198,14,227,1,0,0,1,1,0,0,0,0,442,7,28,477,323
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107204 .,800,198,20,226,1,0,1,0,0,0,0,0,3,449,5,21,475,325
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107205 .,800,205,9,208,0,0,0,0,1,1,0,0,0,424,6,16,446,354
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107206 .,800,222,22,215,2,2,0,1,0,0,0,2,0,466,5,7,478,322
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107207 .,800,238,7,99,1,0,0,0,0,0,0,0,0,345,3,88,436,364
MAPUTO CIDADE,MUNICIPAL KAMAXAQUENE,MUNICIPAL KAMAXAQUENE,POLANA CANICO " B ",ESCOLA PRIMÁRIA POLANA CANIÇO "B",1107208 .,322,109,7,54,1,0,0,0,0,0,1,0,0,172,1,18,191,131
