"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,MDM,RENAMO,FRELIMO,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
Tete,MOATIZE,CIDADE DE MOATIZE,Liberdade,EPC Missão Paróquia,070516-05 .,800,10,198,151,359,8,6,373,427
Tete,MOATIZE,CIDADE DE MOATIZE,Liberdade,EPC Missão Paróquia,070516-06 .,800,18,163,179,360,1,0,361,439
Tete,MOATIZE,CIDADE DE MOATIZE,Liberdade,EPC Missão Paróquia,070516-07 .,392,8,30,55,93,0,62,155,237
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize,070508-01 .,800,17,135,304,456,22,12,490,310
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize,070508-02 .,800,7,176,269,452,13,8,473,327
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize,070508-03 .,800,10,178,213,401,10,16,427,373
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize,070508-04 .,800,20,178,192,390,13,7,410,390
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize,070508-05 .,524,6,70,126,202,2,3,207,317
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize (B),070507-01 .,800,11,95,226,332,3,68,403,397
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize (B),070507-02 .,800,15,134,195,344,7,10,361,439
Tete,MOATIZE,CIDADE DE MOATIZE,Malabwe,EPC Mutarara Moatize (B),070507-03 .,415,6,56,88,150,2,19,171,244
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas,070502-01 .,800,19,165,250,434,35,9,478,322
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas,070502-02 .,800,12,202,522,736,13,10,759,41
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas,070502-03 .,800,17,178,246,441,15,14,470,330
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas,070502-04 .,800,17,175,201,393,11,9,413,387
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas,070502-05A .,400,9,85,91,185,11,4,200,200
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas,070502-05B .,586,7,124,132,263,4,6,273,313
Tete,MOATIZE,CIDADE DE MOATIZE,Nhanchere,EPC Oitavadas (B),070501-01 .,377,7,107,120,234,3,0,237,140
