Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,JPC,CAD,E-POVO,UE,PPPM,PVM,PASOMO,SCM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESCOLA SECUNDÁRIA KISS MAVOTA,1117103 .,800,271,24,190,0,0,1,0,0,0,0,13,0,499,6,8,513,287
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESCOLA SECUNDÁRIA KISS MAVOTA,1117104 .,800,238,35,215,5,0,0,0,0,0,0,8,1,502,2,3,507,293
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESCOLA SECUNDÁRIA KISS MAVOTA,1117105 .,800,428,34,181,3,0,1,0,0,0,0,4,0,651,3,4,658,142
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESCOLA SECUNDÁRIA KISS MAVOTA,1117106 .,800,296,21,173,3,1,0,0,0,2,1,4,1,502,8,18,528,272
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESCOLA SECUNDÁRIA KISS MAVOTA,1117107 .,313,110,10,52,0,0,0,0,0,0,0,3,0,175,2,4,181,132
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESTADIO NACIONAL DE ZIMPETO,1116901 .,800,267,21,181,10,0,0,0,0,1,0,2,0,482,4,10,496,304
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESTADIO NACIONAL DE ZIMPETO,1116902 .,800,292,33,185,6,0,0,0,0,0,1,1,0,518,1,2,521,279
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,ESTADIO NACIONAL DE ZIMPETO,1116903 .,576,217,23,86,3,0,0,0,0,1,1,2,0,333,1,2,336,240
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,QUART. 4 - RELENTO (INSPEÇÃO DE VEÍCULOS),1117201 .,800,287,23,187,2,0,0,0,0,0,0,3,0,502,2,14,518,282
MAPUTO CIDADE,MUNICIPAL KAMUBUKUANE,MUNICIPAL KAMUBUKUANE,ZIMPETO,QUART. 4 - RELENTO (INSPEÇÃO DE VEÍCULOS),1117202 .,315,94,12,78,0,0,0,0,0,0,1,2,0,187,0,1,188,127
