"sep=,"
Província,Distrito,Posto Administrativo,Localidade,Local,Código da Assembleia de Voto,Número de Eleitores Inscritos,FRELIMO,MDM,RENAMO,CAD,PJDM,E-POVO,PVM,PDM,Votos Válidos,Votos Nulos,Votos em Branco,Total de Votantes,Abstenções
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC DA DIGNIDADE,1004502 .,789,223,18,209,2,0,1,0,0,453,7,22,482,307
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003701 .,800,252,28,270,0,1,1,0,0,552,5,12,569,231
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003702 .,800,243,23,276,0,0,0,1,0,543,3,12,558,242
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003703 .,800,238,14,254,1,0,0,1,1,509,8,16,533,267
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003704 .,800,267,20,228,1,3,1,0,0,520,7,8,535,265
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003705 .,800,272,22,260,1,0,0,0,0,555,0,10,565,235
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003706 .,800,260,31,227,0,0,0,0,0,518,4,8,530,270
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1003707 .,481,153,12,123,0,0,0,1,0,289,1,11,301,180
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIBERDADE,1027101 .,800,256,28,225,0,0,1,0,0,510,2,12,524,276
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003901 .,800,277,14,237,1,0,0,1,1,531,7,14,552,248
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003902 .,800,254,23,215,2,0,0,0,0,494,8,18,520,280
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003903 .,800,243,13,189,0,1,0,0,1,447,1,29,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003904 .,800,275,23,218,0,0,0,0,1,517,8,11,536,264
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003905 .,800,267,30,233,0,1,0,2,0,533,4,19,556,244
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003906 .,800,263,27,186,0,2,0,0,0,478,7,11,496,304
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC LIQUELEVA,1003907 .,315,80,8,81,0,0,1,0,0,170,2,7,179,136
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004201 .,800,208,16,252,0,0,0,0,0,476,4,8,488,312
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004202 .,800,174,13,202,1,0,0,0,1,391,5,18,414,386
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004203 .,800,195,12,225,1,0,0,1,1,435,5,10,450,350
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004204 .,800,169,25,236,1,0,0,1,2,434,5,10,449,351
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004205 .,800,176,18,252,0,0,0,1,0,447,9,20,476,324
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004206 .,800,216,21,215,1,0,0,0,1,454,5,12,471,329
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1004207 .,800,160,24,220,1,0,1,1,1,408,7,14,429,371
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1027201 .,800,152,22,249,0,0,1,0,0,424,4,9,437,363
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MALHAMPSENE,1027202 .,319,52,10,87,0,0,0,0,1,150,0,2,152,167
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000301 .,800,200,20,274,1,0,0,0,0,495,1,24,520,280
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000302 .,800,171,16,263,3,1,0,0,5,459,6,30,495,305
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000303 .,800,175,17,277,3,0,2,0,3,477,9,18,504,296
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000304 .,800,232,13,247,1,0,0,0,1,494,8,30,532,268
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000305 .,800,189,14,252,2,1,0,1,3,462,3,9,474,326
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000306 .,800,226,23,246,0,0,0,0,1,496,6,9,511,289
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000307 .,800,215,19,245,0,3,0,0,1,483,7,8,498,302
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1000308 .,375,88,10,92,1,1,0,0,2,194,2,5,201,174
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA A,1026701 .,536,140,11,154,2,1,1,0,0,309,3,14,326,210
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1001201 .,800,312,11,214,1,0,0,0,1,539,6,20,565,235
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1001202 .,800,275,21,215,1,0,0,1,1,514,5,7,526,274
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1001203 .,800,263,20,211,1,1,0,0,0,496,6,8,510,290
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1001204 .,800,283,24,191,0,1,2,0,0,501,3,16,520,280
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1001205 .,800,241,12,205,0,0,1,0,0,459,9,14,482,318
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1001206 .,672,193,15,149,0,0,0,0,0,357,8,6,371,301
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA C,1027001 .,622,176,13,148,0,0,0,1,0,338,0,5,343,279
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA D,1001701 .,800,276,13,214,0,0,0,0,1,504,16,16,536,264
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA D,1001702 .,800,257,15,226,0,2,0,0,0,500,4,6,510,290
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA D,1001703 .,800,271,16,206,0,0,0,2,0,495,9,11,515,285
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA D,1001704 .,526,170,13,141,0,1,0,0,0,325,1,5,331,195
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA J,1002901 .,800,294,20,188,2,1,0,0,3,508,2,17,527,273
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA J,1002902 .,800,258,20,206,3,2,1,0,1,491,3,13,507,293
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA J,1002903 .,800,257,19,188,0,0,0,0,0,464,5,6,475,325
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA J,1002904 .,800,267,19,189,2,0,0,0,0,477,3,11,491,309
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA J,1002905 .,782,210,12,175,2,2,0,0,1,402,5,8,415,367
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA-SEDE,1000401 .,800,178,15,230,2,0,0,1,3,429,12,27,468,332
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA-SEDE,1000402A .,400,101,5,98,1,0,0,0,0,205,0,17,222,178
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MATOLA-SEDE,1000402B .,414,93,12,24,0,0,1,0,1,131,2,6,139,275
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MUSSUMBULUCO,1004001 .,800,265,25,236,0,0,0,0,0,526,3,14,543,257
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MUSSUMBULUCO,1004002 .,800,246,20,223,0,0,0,1,2,492,9,10,511,289
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MUSSUMBULUCO,1004003 .,800,257,16,211,0,0,1,0,1,486,5,14,505,295
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MUSSUMBULUCO,1004004 .,800,284,21,224,2,0,1,0,0,532,7,7,546,254
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MUSSUMBULUCO,1004005 .,800,246,20,223,1,0,0,0,1,491,5,9,505,295
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC MUSSUMBULUCO,1004006 .,579,156,8,132,1,0,0,0,1,298,4,4,306,273
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC NGUNGUNHANA,1002001 .,800,257,21,234,1,0,0,1,1,515,2,24,541,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC NGUNGUNHANA,1002002 .,800,283,25,219,1,1,1,0,2,532,5,14,551,249
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC NGUNGUNHANA,1002003 .,800,269,32,229,0,1,0,2,0,533,1,21,555,245
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC NGUNGUNHANA,1002004 .,540,181,28,134,0,0,0,1,2,346,2,8,356,184
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC SIKWAMA,1004401 .,800,245,20,232,0,1,2,1,0,501,4,18,523,277
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC SIKWAMA,1004402 .,800,204,10,256,1,0,0,0,0,471,3,17,491,309
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC SIKWAMA,1004403 .,800,223,24,262,0,1,0,1,0,511,7,23,541,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC SIKWAMA,1004404 .,800,235,26,202,1,0,1,0,1,466,2,18,486,314
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC SIKWAMA,1004405 .,651,191,16,169,0,0,1,0,0,377,1,4,382,269
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003301 .,800,312,22,213,0,0,0,0,3,550,7,11,568,232
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003302 .,800,281,30,216,2,0,1,1,0,531,7,11,549,251
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003303 .,800,286,26,226,1,1,0,0,0,540,4,14,558,242
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003304 .,800,283,19,210,1,2,1,1,0,517,3,14,534,266
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003305 .,800,284,26,235,0,0,0,0,2,547,8,5,560,240
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003306 .,800,264,30,231,0,1,1,1,0,528,6,7,541,259
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003307A .,414,149,21,103,0,0,0,0,0,273,2,5,280,134
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC TUNDURO,1003307B .,516,183,19,134,0,2,1,0,0,339,3,2,344,172
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC UNIDADE H,1002601 .,800,305,19,169,0,0,0,0,0,493,8,24,525,275
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC UNIDADE H,1002602 .,800,271,11,173,2,0,0,0,0,457,10,18,485,315
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC UNIDADE H,1002603 .,800,285,20,147,1,1,0,1,0,455,6,15,476,324
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC UNIDADE H,1002604 .,800,260,19,198,0,0,0,1,0,478,4,10,492,308
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC UNIDADE H,1002605 .,800,263,14,172,1,0,0,0,0,450,5,8,463,337
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EPC UNIDADE H,1002606 .,492,124,6,113,2,0,0,0,1,246,1,6,253,239
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA ANGLICANA SÃO ESTEVÃO,1000601 .,800,212,22,271,1,0,0,0,6,512,12,20,544,256
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA ANGLICANA SÃO ESTEVÃO,1000602 .,800,190,20,278,1,0,0,0,3,492,4,24,520,280
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA ANGLICANA SÃO ESTEVÃO,1000603 .,800,192,18,250,2,1,0,1,7,471,6,20,497,303
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA ANGLICANA SÃO ESTEVÃO,1000604 .,800,186,9,270,1,0,0,0,3,469,2,22,493,307
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA ANGLICANA SÃO ESTEVÃO,1000605 .,800,191,16,228,1,0,0,0,3,439,3,9,451,349
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA ANGLICANA SÃO ESTEVÃO,1000606 .,443,102,7,105,0,0,0,0,1,215,0,13,228,215
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA CENTRAL DA OTM,1002301 .,549,191,14,122,0,1,0,0,0,328,3,8,339,210
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA DE PESCAS,1000102 .,800,271,14,221,0,0,0,0,2,508,5,24,537,263
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA DE PESCAS,1000103 .,800,254,23,222,2,0,1,1,0,503,13,8,524,276
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA DE PESCAS,1000104 .,800,284,24,180,0,0,1,3,0,492,3,11,506,294
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA DE PESCAS,1000105 .,564,176,17,127,2,1,1,2,0,326,4,8,338,226
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA MARIA MARGARIDA NASSEAU,1001001 .,800,248,32,219,0,0,0,0,0,499,4,16,519,281
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA MARIA MARGARIDA NASSEAU,1001002 .,800,243,25,202,0,0,0,0,2,472,3,19,494,306
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA MARIA MARGARIDA NASSEAU,1001003 .,444,131,15,96,1,0,0,0,1,244,2,6,252,192
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003601 .,800,283,18,216,0,0,1,0,0,518,4,18,540,260
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003602 .,800,251,21,253,2,0,0,0,0,527,4,12,543,257
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003603 .,800,243,24,255,1,0,0,1,1,525,8,10,543,257
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003604 .,800,236,43,241,1,0,1,0,1,523,7,7,537,263
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003605 .,800,293,22,230,0,0,0,1,0,546,2,8,556,244
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003606A .,400,129,17,119,0,0,0,0,0,265,0,8,273,127
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003606B .,600,188,18,149,0,0,0,0,0,355,3,17,375,225
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA LIBERDADE,1003607 .,531,172,10,158,0,1,0,0,0,341,2,3,346,185
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA DA MATOLA,1001101 .,688,144,19,207,1,1,0,1,0,373,3,6,382,306
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA MALHAMPSENE,1004301 .,800,199,14,254,1,0,0,0,0,468,8,14,490,310
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA MALHAMPSENE,1004302 .,800,197,22,221,2,0,3,0,0,445,4,7,456,344
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ESCOLA SECUNDÁRIA MALHAMPSENE,1004303 .,687,138,12,211,0,0,0,0,0,361,2,6,369,318
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EXTERNATO CANTINHO DO CÉU,1003001A .,400,92,8,127,0,0,0,0,0,227,1,5,233,167
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,EXTERNATO CANTINHO DO CÉU,1003001B .,599,138,19,158,0,0,1,1,0,317,1,4,322,277
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST.  INVESTIGAÇÃO AGRARIA MOÇAMBIQUE,1001301 .,800,263,16,207,1,0,0,0,0,487,5,18,510,290
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST.  INVESTIGAÇÃO AGRARIA MOÇAMBIQUE,1001302 .,800,265,12,174,0,0,0,0,1,452,8,14,474,326
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST.  INVESTIGAÇÃO AGRARIA MOÇAMBIQUE,1001303 .,250,68,3,56,1,0,0,0,0,128,1,2,131,119
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST. DE FORMAÇÃO PROFESSORES - IFP,1001501 .,800,285,29,239,1,1,0,1,1,557,5,11,573,227
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST. DE FORMAÇÃO PROFESSORES - IFP,1001502 .,752,280,35,202,0,1,0,0,0,518,1,13,532,220
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST. FORMAÇÃO EDUCADORES ADULTOS - IFEA,1001401 .,800,277,19,259,1,0,0,0,1,557,8,11,576,224
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,INST. FORMAÇÃO EDUCADORES ADULTOS - IFEA,1001402 .,285,75,12,82,1,0,0,1,0,171,3,8,182,103
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,MATOLA G - ZONA DE MATIQUITE,1002501 .,485,210,19,108,1,0,0,0,1,339,6,6,351,134
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DA PRAÇA DOS HERÓIS,1002401 .,800,304,26,181,1,0,0,0,0,512,10,8,530,270
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DA PRAÇA DOS HERÓIS,1002402 .,506,167,17,103,0,0,0,0,0,287,1,7,295,211
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000701 .,800,211,20,271,1,0,0,0,2,505,8,19,532,268
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000702 .,800,185,9,263,1,0,0,0,3,461,12,20,493,307
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000703 .,800,172,20,280,2,1,0,0,4,479,5,25,509,291
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000704 .,800,192,17,244,2,2,0,1,3,461,2,14,477,323
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000705 .,800,190,20,250,4,2,0,0,2,468,7,20,495,305
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000706 .,800,172,14,255,5,0,0,0,2,448,0,14,462,338
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1000707 .,800,175,6,240,1,0,0,0,1,423,2,8,433,367
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1026901 .,800,155,17,235,0,0,0,2,2,411,2,12,425,375
MAPUTO PROVÍNCIA,CIDADE DA MATOLA,MATOLA-SEDE,MATOLA-SEDE,ZONA DO MERCADO SANTOS,1026902 .,485,88,8,141,0,0,0,0,2,239,1,2,242,243
